case_id,tenant,channel,locale,intent,priority,input,chat_json,expected_behavior,ideal_answer,disallowed_content,required_actions,tools_allowed,routing_hint,rag_collection,rag_query,source_urls,source_titles,source_ids,policy_refs,tags,eval_notes
REACH-0027,tenant_01,webchat,en-CA,webhook_verify,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `webhook_verify` in tenant `tenant_01`. Correlation ID: rc_03dab9995a. CLI version reach 1.7.7.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach webhook verify`. Error: HTTP 427 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.0.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `webhook_verify`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `webhook_verify`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,webhook_verify troubleshooting correlation rc_03dab9995a,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_bd1699df65,reach_support_policy_v1,"webhook_verify,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0028,tenant_02,webchat,en-CA,security_incident,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `security_incident` in tenant `tenant_02`. Correlation ID: rc_e9e3d6fae0. CLI version reach 1.8.8.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach security incident`. Error: HTTP 428 or config validation failure. Running on Ubuntu 22.04 with Node 20.0.1.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `security_incident`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `security_incident`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,security_incident troubleshooting correlation rc_e9e3d6fae0,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_9932069e09,reach_support_policy_v1,"security_incident,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0029,tenant_03,webchat,en-CA,tenant_roles,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `tenant_roles` in tenant `tenant_03`. Correlation ID: rc_0cc5de2553. CLI version reach 1.9.9.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach tenant roles`. Error: HTTP 429 or config validation failure. Running on Ubuntu 22.04 with Node 20.1.2.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `tenant_roles`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `tenant_roles`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,tenant_roles troubleshooting correlation rc_0cc5de2553,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_3101dd0967,reach_support_policy_v1,"tenant_roles,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0030,tenant_04,webchat,en-CA,preview_500,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `preview_500` in tenant `tenant_04`. Correlation ID: rc_eeb5c23101. CLI version reach 1.0.10.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach preview 500`. Error: HTTP 430 or config validation failure. Running on Ubuntu 22.04 with Node 20.2.3.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `preview_500`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `preview_500`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,preview_500 troubleshooting correlation rc_eeb5c23101,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_7298a33242,reach_support_policy_v1,"preview_500,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0031,tenant_05,webchat,en-CA,config_validation,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `config_validation` in tenant `tenant_05`. Correlation ID: rc_0397e03ac4. CLI version reach 1.1.11.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach config validation`. Error: HTTP 431 or config validation failure. Running on Ubuntu 22.04 with Node 20.3.4.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `config_validation`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `config_validation`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,config_validation troubleshooting correlation rc_0397e03ac4,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_ee4cf983b2,reach_support_policy_v1,"config_validation,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0032,tenant_06,webchat,en-CA,install_cli,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `install_cli` in tenant `tenant_06`. Correlation ID: rc_cec27d5314. CLI version reach 1.2.12.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach install cli`. Error: HTTP 432 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.5.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `install_cli`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `install_cli`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,install_cli troubleshooting correlation rc_cec27d5314,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_a798dd57ef,reach_support_policy_v1,"install_cli,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0033,tenant_07,webchat,en-CA,login_auth,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `login_auth` in tenant `tenant_07`. Correlation ID: rc_7b0a471d16. CLI version reach 1.3.13.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach login auth`. Error: HTTP 433 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.6.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `login_auth`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `login_auth`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,login_auth troubleshooting correlation rc_7b0a471d16,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_73ff940341,reach_support_policy_v1,"login_auth,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0034,tenant_08,webchat,en-CA,api_keys,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `api_keys` in tenant `tenant_08`. Correlation ID: rc_d289adf05c. CLI version reach 1.4.14.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach api keys`. Error: HTTP 434 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.7.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `api_keys`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `api_keys`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,api_keys troubleshooting correlation rc_d289adf05c,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_3b27c3180c,reach_support_policy_v1,"api_keys,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0035,tenant_09,webchat,en-CA,rag_setup,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rag_setup` in tenant `tenant_09`. Correlation ID: rc_cdddfd55bd. CLI version reach 1.5.15.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rag setup`. Error: HTTP 435 or config validation failure. Running on Ubuntu 22.04 with Node 20.0.8.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rag_setup`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rag_setup`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rag_setup troubleshooting correlation rc_cdddfd55bd,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_db6f489a88,reach_support_policy_v1,"rag_setup,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0036,tenant_01,webchat,en-CA,rag_quality,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rag_quality` in tenant `tenant_01`. Correlation ID: rc_a29dfa2595. CLI version reach 1.6.16.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rag quality`. Error: HTTP 436 or config validation failure. Running on Ubuntu 22.04 with Node 20.1.0.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rag_quality`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rag_quality`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rag_quality troubleshooting correlation rc_a29dfa2595,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_0d6a458404,reach_support_policy_v1,"rag_quality,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0037,tenant_02,webchat,en-CA,mcp_setup,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `mcp_setup` in tenant `tenant_02`. Correlation ID: rc_05bfba43e1. CLI version reach 1.7.17.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach mcp setup`. Error: HTTP 437 or config validation failure. Running on Ubuntu 22.04 with Node 20.2.1.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `mcp_setup`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `mcp_setup`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,mcp_setup troubleshooting correlation rc_05bfba43e1,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_91968cd8fa,reach_support_policy_v1,"mcp_setup,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0038,tenant_03,webchat,en-CA,pack_install,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `pack_install` in tenant `tenant_03`. Correlation ID: rc_e46c2e7eb4. CLI version reach 1.8.18.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach pack install`. Error: HTTP 438 or config validation failure. Running on Ubuntu 22.04 with Node 20.3.2.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `pack_install`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `pack_install`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,pack_install troubleshooting correlation rc_e46c2e7eb4,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_24c1256a04,reach_support_policy_v1,"pack_install,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0039,tenant_04,webchat,en-CA,pack_publish,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `pack_publish` in tenant `tenant_04`. Correlation ID: rc_04ecf95d48. CLI version reach 1.9.19.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach pack publish`. Error: HTTP 439 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.3.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `pack_publish`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `pack_publish`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,pack_publish troubleshooting correlation rc_04ecf95d48,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_4a8fa5732e,reach_support_policy_v1,"pack_publish,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0040,tenant_05,webchat,en-CA,agent_runtime,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `agent_runtime` in tenant `tenant_05`. Correlation ID: rc_7c493c6cb2. CLI version reach 1.0.0.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach agent runtime`. Error: HTTP 440 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.4.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `agent_runtime`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `agent_runtime`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,agent_runtime troubleshooting correlation rc_7c493c6cb2,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_947468a87d,reach_support_policy_v1,"agent_runtime,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0041,tenant_06,webchat,en-CA,rate_limits,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rate_limits` in tenant `tenant_06`. Correlation ID: rc_b1f8411a4a. CLI version reach 1.1.1.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rate limits`. Error: HTTP 441 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.5.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rate_limits`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rate_limits`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rate_limits troubleshooting correlation rc_b1f8411a4a,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_c65954f410,reach_support_policy_v1,"rate_limits,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
